parmseq,zOutcome,idnum,parm,label,estimate,stderr,dof,t,p,min95,max95,uncp,corp,signif,myqvallargervolumes,selected,mlog10p
1, zsiglec10 ,1235,AD_PGS,,-0.01,0.00494224,39136,-2.1848694,2.90E-02,-0.02,0,0.05,0.00003418,0,0.12474055,0,0.903992345
1, zckap4 ,296,AD_PGS,,-0.01,0.00487444,39456,-2.1777386,2.90E-02,-0.02,0,0.05,0.00003418,0,0.12623109,0,0.898833668
1, zcrhbp ,355,AD_PGS,,-0.01,0.00490515,39204,-2.1772007,2.90E-02,-0.02,0,0.05,0.00003418,0,0.12623109,0,0.898833668
1, zly75 ,861,AD_PGS,,-0.01,0.00493321,39136,-2.1767047,3.00E-02,-0.02,0,0.05,0.00003418,0,0.12623109,0,0.898833668
1, zmzt1 ,940,AD_PGS,,0.01,0.00502991,38298,2.1731518,3.00E-02,0,0.02,0.05,0.00003418,0,0.12699951,0,0.896197955
1, zclec4g ,307,AD_PGS,,0.01,0.00495642,39136,2.1643831,3.00E-02,0,0.02,0.05,0.00003418,0,0.12946268,0,0.887855407
1, zprss8 ,1108,AD_PGS,,-0.01,0.00468319,39068,-2.1629125,3.10E-02,-0.02,0,0.05,0.00003418,0,0.1295665,0,0.887507273
1, zmet ,897,AD_PGS,,0.01,0.0047962,39312,2.1609683,3.10E-02,0,0.02,0.05,0.00003418,0,0.12982563,0,0.886639561
1, zghrhr ,598,AD_PGS,,-0.01,0.00505271,38310,-2.1535809,3.10E-02,-0.02,0,0.05,0.00003418,0,0.13187776,0,0.879828438
1, ztfrc ,1338,AD_PGS,,0.01,0.00487235,39383,2.1422304,3.20E-02,0,0.02,0.05,0.00003418,0,0.13528992,0,0.86873456
1, zpik3ip1 ,1052,AD_PGS,,-0.01,0.0047711,39231,-2.1347761,3.30E-02,-0.02,0,0.05,0.00003418,0,0.137436,0,0.861899493
1, ztraf2 ,1400,AD_PGS,,0.01,0.00498173,39136,2.1292717,3.30E-02,0,0.02,0.05,0.00003418,0,0.13893488,0,0.85718871
1, zcxcl17 ,396,AD_PGS,,-0.01,0.00477967,39637,-2.1217362,3.40E-02,-0.02,0,0.05,0.00003418,0,0.14115692,0,0.850297826
1, zcd99 ,247,AD_PGS,,0.01,0.00441718,39231,2.1178164,3.40E-02,0,0.02,0.05,0.00003418,0,0.14186291,0,0.848131136
1, zctsl ,382,AD_PGS,,-0.01,0.00490322,39218,-2.117433,3.40E-02,-0.02,0,0.05,0.00003418,0,0.14186291,0,0.848131136
1, zamy2a ,57,AD_PGS,,0.01,0.00503045,37672,2.1069384,3.50E-02,0,0.02,0.05,0.00003418,0,0.14518214,0,0.838086806
1, zcx3cl1 ,387,AD_PGS,,0.01,0.00495518,38914,2.102952,3.50E-02,0,0.02,0.05,0.00003418,0,0.14594488,0,0.835811136
1, zarhgef12 ,87,AD_PGS,,0.01,0.00498021,39136,2.1025261,3.60E-02,0,0.02,0.05,0.00003418,0,0.14594488,0,0.835811136
1, zspink4 ,1279,AD_PGS,,-0.01,0.00490021,39136,-2.1009758,3.60E-02,-0.02,0,0.05,0.00003418,0,0.14609294,0,0.835370771
1, zeloa ,472,AD_PGS,,-0.01,0.00494676,39040,-2.0909975,3.70E-02,-0.02,0,0.05,0.00003418,0,0.14930258,0,0.825932687
1, zccl8 ,194,AD_PGS,,-0.01,0.00494674,39479,-2.0817181,3.70E-02,-0.02,0,0.05,0.00003418,0,0.15230952,0,0.817272951
1, zserpine1 ,1220,AD_PGS,,-0.01,0.00493256,39702,-2.0644345,3.90E-02,-0.02,0,0.05,0.00003418,0,0.15842264,0,0.800182754
1, zil1r2 ,722,AD_PGS,,-0.01,0.00495389,39148,-2.055466,4.00E-02,-0.02,0,0.05,0.00003418,0,0.16145943,0,0.791936585
1, zogn ,1005,AD_PGS,,-0.01,0.00472208,39231,-2.0534754,4.00E-02,-0.02,0,0.05,0.00003418,0,0.16179124,0,0.791044996
1, zcd55 ,234,AD_PGS,,-0.01,0.00498136,37845,-2.0511272,4.00E-02,-0.02,0,0.05,0.00003418,0,0.16226576,0,0.789773112
1, zkirrel2 ,785,AD_PGS,,0.01,0.00496012,38310,2.04923,4.00E-02,0,0.02,0.05,0.00003418,0,0.16256353,0,0.788976879
1, zerbb4 ,494,AD_PGS,,0.01,0.00488782,39336,2.0380954,4.20E-02,0,0.02,0.05,0.00003418,0,0.16652975,0,0.77850817
1, zigfbp7 ,690,AD_PGS,,-0.01,0.00482293,39702,-2.0351641,4.20E-02,-0.02,0,0.05,0.00003418,0,0.16724965,0,0.776634782
1, zsirpb1 ,1242,AD_PGS,,-0.01,0.00490411,39144,-2.0320432,4.20E-02,-0.02,0,0.05,0.00003418,0,0.16804976,0,0.774562103
1, zcep85 ,277,AD_PGS,,0.01,0.00502616,38298,2.0285421,4.30E-02,0,0.02,0.05,0.00003418,0,0.16856792,0,0.773225072
1, zskap1 ,1246,AD_PGS,,0.01,0.00500611,38855,2.0284961,4.30E-02,0,0.02,0.05,0.00003418,0,0.16856792,0,0.773225072
1, zfcrl2 ,526,AD_PGS,,-0.01,0.00495112,39440,-2.0273402,4.30E-02,-0.02,0,0.05,0.00003418,0,0.1685785,0,0.773197815
1, zslitrk6 ,1258,AD_PGS,,0.01,0.0050097,38485,2.0248879,4.30E-02,0,0.02,0.05,0.00003418,0,0.16911558,0,0.771816381
1, zdner ,434,AD_PGS,,0.01,0.00487084,39124,2.0225332,4.30E-02,0,0.02,0.05,0.00003418,0,0.16961395,0,0.770538432
1, znid1 ,966,AD_PGS,,-0.01,0.00488239,39247,-2.0178507,4.40E-02,-0.02,0,0.05,0.00003418,0,0.17106354,0,0.766842545
1, zang ,59,AD_PGS,,-0.01,0.00482117,39130,-2.013525,4.40E-02,-0.02,0,0.05,0.00003418,0,0.17237686,0,0.763521035
1, zruvbl1 ,1180,AD_PGS,,0.01,0.00504054,38298,2.0082668,4.50E-02,0,0.02,0.05,0.00003418,0,0.17383113,0,0.759872447
1, zefemp1 ,461,AD_PGS,,-0.01,0.00470434,39323,-2.0069876,4.50E-02,-0.02,0,0.05,0.00003418,0,0.17383113,0,0.759872447
1, zlifr ,835,AD_PGS,,-0.01,0.00495651,39136,-2.0062469,4.50E-02,-0.02,0,0.05,0.00003418,0,0.17383113,0,0.759872447
1, zcasp1 ,163,AD_PGS,,-0.01,0.00503991,38310,-2.0055312,4.50E-02,-0.02,0,0.05,0.00003418,0,0.17383113,0,0.759872447
1, zlrp11 ,847,AD_PGS,,-0.01,0.00492471,39218,-1.9996616,4.60E-02,-0.02,0,0.05,0.00003418,0,0.1758059,0,0.754966554
1, zepcam ,483,AD_PGS,,-0.01,0.00489491,39192,-1.9862443,4.70E-02,-0.02,0,0.05,0.00003418,0,0.18076703,0,0.742880777
1, ztnfrsf11b ,1371,AD_PGS,,-0.01,0.00473368,39204,-1.9856781,4.70E-02,-0.02,0,0.05,0.00003418,0,0.18076703,0,0.742880777
1, zctrc ,376,AD_PGS,,0.01,0.00493886,39197,1.984456,4.70E-02,0,0.02,0.05,0.00003418,0,0.18081452,0,0.742766697
1, zclip2 ,311,AD_PGS,,0.01,0.0049769,39136,1.9806856,4.80E-02,0,0.02,0.05,0.00003418,0,0.18193548,0,0.740082599
1, zccn5 ,199,AD_PGS,,-0.01,0.00449107,39231,-1.9796184,4.80E-02,-0.02,0,0.05,0.00003418,0,0.18193548,0,0.740082599
1, zpcdh17 ,1027,AD_PGS,,-0.01,0.00495423,39218,-1.972241,4.90E-02,-0.02,0,0.05,0.00003418,0,0.18463864,0,0.733677407
1, zil20ra ,729,AD_PGS,,0.01,0.00503546,38489,1.96201,5.00E-02,0,0.02,0.05,0.00003418,0,0.18863042,0,0.724388268
1, zlxn ,859,AD_PGS,,0.01,0.00499301,38734,1.9524369,5.10E-02,0,0.02,0.05,0.00003418,0,0.19226344,0,0.716103292
1, zzbtb16 ,1462,AD_PGS,,0.01,0.00501713,38298,1.9509742,5.10E-02,0,0.02,0.05,0.00003418,0,0.19226344,0,0.716103292
1, zlrig1 ,845,AD_PGS,,-0.01,0.00487797,39419,-1.9505195,5.10E-02,-0.02,0,0.05,0.00003418,0,0.19226344,0,0.716103292
1, zvcam1 ,1426,AD_PGS,,-0.01,0.00489717,39315,-1.9470591,5.20E-02,-0.02,0,0.05,0.00003418,0,0.19332144,0,0.713719979
1, zces3 ,281,AD_PGS,,0.01,0.00496715,39040,1.9316018,5.30E-02,0,0.02,0.05,0.00003418,0,0.19986564,0,0.699261861
1, zrnf41 ,1169,AD_PGS,,0.01,0.00502892,38298,1.9298314,5.40E-02,0,0.02,0.05,0.00003418,0,0.20017389,0,0.698592571
1, zgp2 ,612,AD_PGS,,0.01,0.00491824,37978,1.9275078,5.40E-02,0,0.02,0.05,0.00003418,0,0.20073934,0,0.697367508
1, zcst5 ,370,AD_PGS,,-0.01,0.00492399,38471,-1.926048,5.40E-02,-0.02,0,0.05,0.00003418,0,0.20090533,0,0.697008541
1, zddah1 ,415,AD_PGS,,-0.01,0.00497396,39040,-1.9229213,5.40E-02,-0.02,0,0.05,0.00003418,0,0.20134382,0,0.696061696
1, zil17f ,711,AD_PGS,,-0.01,0.00503367,38489,-1.9229072,5.40E-02,-0.02,0,0.05,0.00003418,0,0.20134382,0,0.696061696
1, zmansc1 ,873,AD_PGS,,0.01,0.00494278,39336,1.9116229,5.60E-02,0,0.02,0.05,0.00003418,0,0.20611658,0,0.685887072
1, zklb ,788,AD_PGS,,0.01,0.005035,38310,1.9088425,5.60E-02,0,0.02,0.05,0.00003418,0,0.20691479,0,0.684208465
1, zalpp ,51,AD_PGS,,-0.01,0.00495525,39040,-1.903171,5.70E-02,-0.02,0,0.05,0.00003418,0,0.20903982,0,0.679770977
1, zifnl1 ,681,AD_PGS,,-0.01,0.00503336,38310,-1.9015135,5.70E-02,-0.02,0,0.05,0.00003418,0,0.20903982,0,0.679770977
1, zikbkg ,694,AD_PGS,,0.01,0.0049749,39136,1.9010971,5.70E-02,0,0.02,0.05,0.00003418,0,0.20903982,0,0.679770977
1, zsiae ,1233,AD_PGS,,-0.01,0.00495231,39272,-1.8996859,5.70E-02,-0.02,0,0.05,0.00003418,0,0.20919324,0,0.679452354
1, zbtn2a1 ,136,AD_PGS,,-0.01,0.00489136,39385,-1.8977461,5.80E-02,-0.02,0,0.05,0.00003418,0,0.20960051,0,0.678607665
1, zwars ,1445,AD_PGS,,-0.01,0.00497953,39231,-1.8912238,5.90E-02,-0.02,0,0.05,0.00003418,0,0.21164001,0,0.674402227
1, zobp2b ,1002,AD_PGS,,0.01,0.00401027,38796,1.89064,5.90E-02,0,0.02,0.05,0.00003418,0,0.21164001,0,0.674402227
1, zitm2a ,773,AD_PGS,,-0.01,0.00497776,39136,-1.8902446,5.90E-02,-0.02,0,0.05,0.00003418,0,0.21164001,0,0.674402227
1, zspink6 ,1281,AD_PGS,,-0.01,0.00483092,39534,-1.8803798,6.00E-02,-0.02,0,0.05,0.00003418,0,0.21590456,0,0.665738185
1, zslamf8 ,1251,AD_PGS,,-0.01,0.00498846,38298,-1.8652809,6.20E-02,-0.02,0,0.05,0.00003418,0,0.22285536,0,0.651976916
1, znpm1 ,977,AD_PGS,,-0.02,0.00946865,10580,-1.8636387,6.20E-02,-0.04,0,0.05,0.00003418,0,0.22320636,0,0.651293435
1, zpsg1 ,1112,AD_PGS,,0.01,0.00493968,38914,1.8564003,6.30E-02,0,0.02,0.05,0.00003418,0,0.22624427,0,0.645422411
1, zangptl1 ,62,AD_PGS,,-0.01,0.00492141,38667,-1.8548562,6.40E-02,-0.02,0,0.05,0.00003418,0,0.226478,0,0.644973979
1, zlamp3 ,813,AD_PGS,,-0.01,0.0048112,39572,-1.8483421,6.50E-02,-0.02,0,0.05,0.00003418,0,0.22925183,0,0.639687189
1, zphospho1 ,1048,AD_PGS,,0.01,0.00485938,38914,1.8461223,6.50E-02,0,0.02,0.05,0.00003418,0,0.22983637,0,0.638581246
1, zscgb1a1 ,1196,AD_PGS,,0.01,0.00489336,39249,1.8449417,6.50E-02,0,0.02,0.05,0.00003418,0,0.22988731,0,0.638485002
1, zscarf2 ,1193,AD_PGS,,0.01,0.00465486,39548,1.8407352,6.60E-02,0,0.02,0.05,0.00003418,0,0.23142174,0,0.635595845
1, zcd14 ,203,AD_PGS,,-0.01,0.00489506,38463,-1.839808,6.60E-02,-0.02,0,0.05,0.00003418,0,0.23142174,0,0.635595845
1, ztacstd2 ,1317,AD_PGS,,0.01,0.00528616,34696,1.838317,6.60E-02,0,0.02,0.05,0.00003418,0,0.23163905,0,0.635188225
1, zstxbp3 ,1309,AD_PGS,,0.01,0.00503996,38298,1.8358602,6.60E-02,0,0.02,0.05,0.00003418,0,0.2323513,0,0.633854893
1, zseptin9 ,1211,AD_PGS,,0.01,0.00499118,39040,1.8324692,6.70E-02,0,0.02,0.05,0.00003418,0,0.23355334,0,0.631613918
1, zoscar ,1010,AD_PGS,,-0.01,0.00495109,39259,-1.8293674,6.70E-02,-0.02,0,0.05,0.00003418,0,0.23461003,0,0.629653425
1, zltbr ,857,AD_PGS,,-0.01,0.00488089,39028,-1.8238568,6.80E-02,-0.02,0,0.05,0.00003418,0,0.23693428,0,0.6253721
1, zcamkk1 ,159,AD_PGS,,0.01,0.00503724,38298,1.8214227,6.90E-02,0,0.02,0.05,0.00003418,0,0.23765231,0,0.62405796
1, zhyou1 ,667,AD_PGS,,0.01,0.00491246,39702,1.8140984,7.00E-02,0,0.02,0.05,0.00003418,0,0.24096312,0,0.618049422
1, zil17d ,710,AD_PGS,,0.01,0.00486521,38489,1.8129196,7.00E-02,0,0.02,0.05,0.00003418,0,0.24102241,0,0.617942575
1, zxcl1 ,1456,AD_PGS,,-0.01,0.00494339,39534,-1.8073363,7.10E-02,-0.02,0,0.05,0.00003418,0,0.24320607,0,0.61402559
1, zrelt ,1158,AD_PGS,,-0.01,0.00459963,39231,-1.806696,7.10E-02,-0.02,0,0.05,0.00003418,0,0.24320607,0,0.61402559
1, zmarco ,879,AD_PGS,,-0.01,0.00493189,39218,-1.8056178,7.10E-02,-0.02,0,0.05,0.00003418,0,0.24321337,0,0.614012555
1, zlilra2 ,836,AD_PGS,,-0.01,0.00484131,39231,-1.8032042,7.10E-02,-0.02,0,0.05,0.00003418,0,0.24351894,0,0.613467255
1, zstx16 ,1305,AD_PGS,,0.01,0.00504,38298,1.8029253,7.10E-02,0,0.02,0.05,0.00003418,0,0.24351894,0,0.613467255
1, zebi3_il27 ,456,AD_PGS,,-0.01,0.00486253,39474,-1.800356,7.20E-02,-0.02,0,0.05,0.00003418,0,0.24391151,0,0.612767705
1, zf9 ,505,AD_PGS,,-0.01,0.00495008,39315,-1.8000756,7.20E-02,-0.02,0,0.05,0.00003418,0,0.24391151,0,0.612767705
1, ztafa5 ,1318,AD_PGS,,-0.01,0.0049239,39040,-1.7989365,7.20E-02,-0.02,0,0.05,0.00003418,0,0.24395675,0,0.612687161
1, zumod ,1418,AD_PGS,,0.01,0.0047845,39573,1.7953303,7.30E-02,0,0.02,0.05,0.00003418,0,0.24532689,0,0.610254847
1, zbtn3a2 ,137,AD_PGS,,0.01,0.00495456,39136,1.7941479,7.30E-02,0,0.02,0.05,0.00003418,0,0.24539731,0,0.610130202
1, zcdc27 ,249,AD_PGS,,0.01,0.00503134,38298,1.7888346,7.40E-02,0,0.02,0.05,0.00003418,0,0.24769888,0,0.606075957
1, zrrm2 ,1174,AD_PGS,,-0.01,0.00504317,38298,-1.7830128,7.50E-02,-0.02,0,0.05,0.00003418,0,0.25029425,0,0.601549127
1, ztrim5 ,1405,AD_PGS,,0.01,0.00497564,39136,1.7802294,7.50E-02,0,0.02,0.05,0.00003418,0,0.25124159,0,0.599908467
1, zdpt ,444,AD_PGS,,-0.01,0.00477992,39702,-1.7775324,7.50E-02,-0.02,0,0.05,0.00003418,0,0.25214483,0,0.598349932
1, znmnat1 ,970,AD_PGS,,-0.01,0.00495886,38914,-1.7750773,7.60E-02,-0.02,0,0.05,0.00003418,0,0.25291884,0,0.597018819
1, zusp8 ,1420,AD_PGS,,0.01,0.00501242,38485,1.7737534,7.60E-02,0,0.02,0.05,0.00003418,0,0.25307193,0,0.596756023
1, zitgam ,763,AD_PGS,,-0.01,0.00485272,39231,-1.7702619,7.70E-02,-0.02,0,0.05,0.00003418,0,0.25438838,0,0.59450273
1, ztinagl1 ,1358,AD_PGS,,0.01,0.00492057,39095,1.7688753,7.70E-02,0,0.02,0.05,0.00003418,0,0.25438838,0,0.59450273
1, ztnr ,1391,AD_PGS,,0.01,0.00481903,38914,1.7682352,7.70E-02,0,0.02,0.05,0.00003418,0,0.25438838,0,0.59450273
1, zadgre5 ,27,AD_PGS,,-0.01,0.00488658,39528,-1.7632745,7.80E-02,-0.02,0,0.05,0.00003418,0,0.25655857,0,0.590813474
1, zinppl1 ,752,AD_PGS,,0.01,0.00497984,39040,1.7618408,7.80E-02,0,0.02,0.05,0.00003418,0,0.25677797,0,0.590442239
1, zil13ra1 ,704,AD_PGS,,-0.01,0.00500653,38744,-1.7582511,7.90E-02,-0.02,0,0.05,0.00003418,0,0.25819881,0,0.588045764
1, zdpp10 ,440,AD_PGS,,0.01,0.00487035,39136,1.753286,8.00E-02,0,0.02,0.05,0.00003418,0,0.26039683,0,0.584364307
1, zsez6l ,1223,AD_PGS,,0.01,0.00473518,39336,1.7508107,8.00E-02,0,0.02,0.05,0.00003418,0,0.26120531,0,0.583017999
1, zpolr2f ,1079,AD_PGS,,-0.01,0.00494627,39040,-1.7490311,8.00E-02,-0.02,0,0.05,0.00003418,0,0.2616245,0,0.582321589
1, zklk4 ,795,AD_PGS,,0.01,0.00475672,39534,1.7429441,8.10E-02,0,0.02,0.05,0.00003418,0,0.26448163,0,0.577604487
1, zs100a4 ,1185,AD_PGS,,0.01,0.00496267,39336,1.7415999,8.20E-02,0,0.02,0.05,0.00003418,0,0.26465799,0,0.57731499
1, zf3 ,503,AD_PGS,,0.01,0.00487168,39297,1.7373266,8.20E-02,0,0.02,0.05,0.00003418,0,0.2665035,0,0.574297083
1, znpy ,983,AD_PGS,,0.01,0.00494512,39534,1.7341087,8.30E-02,0,0.02,0.05,0.00003418,0,0.26775355,0,0.572264762
1, zentpd5 ,481,AD_PGS,,-0.01,0.00495297,38485,-1.7289565,8.40E-02,-0.02,0,0.05,0.00003418,0,0.27012296,0,0.5684385
1, zcope ,338,AD_PGS,,0.01,0.00505324,38310,1.7236538,8.50E-02,0,0.02,0.05,0.00003418,0,0.27259525,0,0.564481716
1, zserpinb8 ,1218,AD_PGS,,-0.01,0.00492915,39637,-1.7212951,8.50E-02,-0.02,0,0.05,0.00003418,0,0.27336633,0,0.563254978
1, zamn ,56,AD_PGS,,-0.01,0.00501708,38489,-1.7155454,8.60E-02,-0.02,0,0.05,0.00003418,0,0.27612389,0,0.558896017
1, zdsg2 ,449,AD_PGS,,0.01,0.00484106,39231,1.7118972,8.70E-02,0,0.02,0.05,0.00003418,0,0.27766183,0,0.556483818
1, zblmh ,125,AD_PGS,,0.01,0.00493516,39702,1.7058918,8.80E-02,0,0.02,0.05,0.00003418,0,0.28060289,0,0.55190786
1, zhebp1 ,643,AD_PGS,,0.01,0.00503584,38485,1.7029669,8.90E-02,0,0.02,0.05,0.00003418,0,0.28173034,0,0.550166381
1, zdag1 ,403,AD_PGS,,-0.01,0.00497014,39385,-1.7017576,8.90E-02,-0.02,0,0.05,0.00003418,0,0.28183763,0,0.550001022
1, zil18 ,714,AD_PGS,,-0.01,0.00489153,39076,-1.694815,9.00E-02,-0.02,0,0.05,0.00003418,0,0.28537521,0,0.544583756
1, zbcl2l11 ,119,AD_PGS,,0.01,0.00495585,39136,1.6924175,9.10E-02,0,0.02,0.05,0.00003418,0,0.28588957,0,0.543801689
1, zclec4c ,305,AD_PGS,,-0.01,0.00494095,39136,-1.6919066,9.10E-02,-0.02,0,0.05,0.00003418,0,0.28588957,0,0.543801689
1, zcox5b ,340,AD_PGS,,-0.01,0.00499019,39040,-1.6792515,9.30E-02,-0.02,0,0.05,0.00003418,0,0.29294935,0,0.533207461
1, zsftpd ,1229,AD_PGS,,-0.01,0.0049056,39218,-1.6763311,9.40E-02,-0.02,0,0.05,0.00003418,0,0.29382617,0,0.531909526
1, zcep43 ,276,AD_PGS,,0.01,0.00503859,38176,1.6757702,9.40E-02,0,0.02,0.05,0.00003418,0,0.29382617,0,0.531909526
1, zsort1 ,1274,AD_PGS,,-0.01,0.00497464,39156,-1.6731927,9.40E-02,-0.02,0,0.05,0.00003418,0,0.29459258,0,0.530778196
1, zhmox1 ,651,AD_PGS,,-0.01,0.00495733,38782,-1.6718719,9.50E-02,-0.02,0,0.05,0.00003418,0,0.29459258,0,0.530778196
1, zvegfc ,1429,AD_PGS,,-0.01,0.00496407,39336,-1.6714533,9.50E-02,-0.02,0,0.05,0.00003418,0,0.29459258,0,0.530778196
1, zuxs1 ,1421,AD_PGS,,-0.01,0.00498036,38298,-1.66557,9.60E-02,-0.02,0,0.05,0.00003418,0,0.2967287,0,0.527640446
1, zgstp1 ,627,AD_PGS,,0.01,0.00506883,38057,1.6649293,9.60E-02,0,0.02,0.05,0.00003418,0,0.2967287,0,0.527640446
1, zil1rl2 ,725,AD_PGS,,0.01,0.00479679,38489,1.6641958,9.60E-02,0,0.02,0.05,0.00003418,0,0.2967287,0,0.527640446
1, zchek2 ,287,AD_PGS,,0.01,0.00503808,38485,1.6639145,9.60E-02,0,0.02,0.05,0.00003418,0,0.2967287,0,0.527640446
1, zvps37a ,1434,AD_PGS,,0.01,0.00497686,39040,1.6624062,9.60E-02,0,0.02,0.05,0.00003418,0,0.2970333,0,0.52719486
1, zace2 ,6,AD_PGS,,-0.01,0.00468447,38485,-1.6609584,9.70E-02,-0.02,0,0.05,0.00003418,0,0.29730235,0,0.526801658
1, zprdx1 ,1093,AD_PGS,,0.01,0.00505601,38100,1.6585212,9.70E-02,0,0.02,0.05,0.00003418,0,0.29743591,0,0.526606599
1, zsestd1 ,1221,AD_PGS,,0.01,0.00503188,38310,1.6583175,9.70E-02,0,0.02,0.05,0.00003418,0,0.29743591,0,0.526606599
1, zsumf2 ,1313,AD_PGS,,0.01,0.00495347,39548,1.6577131,9.70E-02,0,0.02,0.05,0.00003418,0,0.29743591,0,0.526606599
1, zapex1 ,77,AD_PGS,,-0.01,0.00491826,39406,-1.648732,9.90E-02,-0.02,0,0.05,0.00003418,0,0.3023854,0,0.519439182
1, znid2 ,967,AD_PGS,,-0.01,0.00496999,39231,-1.6475992,9.90E-02,-0.02,0,0.05,0.00003418,0,0.3024637,0,0.519326739
1, zmilr1 ,909,AD_PGS,,-0.01,0.0049694,38489,-1.6456461,1.00E-01,-0.02,0,0.05,0.00003418,0,0.3030559,0,0.518477257
1, zcrisp2 ,359,AD_PGS,,0.01,0.004296,39534,1.6409226,1.00E-01,0,0.02,0.05,0.00003418,0,0.3053867,0,0.515149881
1, zvegfa ,1428,AD_PGS,,-0.01,0.0049506,39520,-1.6396929,1.00E-01,-0.02,0,0.05,0.00003418,0,0.30552819,0,0.514948713
1, zlama4 ,811,AD_PGS,,-0.01,0.00495112,39385,-1.6367726,1.00E-01,-0.02,0,0.05,0.00003418,0,0.30673524,0,0.513236326
1, zfabp6 ,510,AD_PGS,,0.01,0.00502159,38420,1.6329204,1.00E-01,0,0.02,0.05,0.00003418,0,0.30853624,0,0.510693817
1, zamy2b ,58,AD_PGS,,0.01,0.00512151,36509,1.6228519,1.00E-01,0,0.02,0.05,0.00003418,0,0.31378375,0,0.503369551
1, zccl22 ,183,AD_PGS,,-0.01,0.0049626,38850,-1.6226794,1.00E-01,-0.02,0,0.05,0.00003418,0,0.31378375,0,0.503369551
1, zcol18a1 ,330,AD_PGS,,-0.01,0.00481885,39411,-1.6212476,1.00E-01,-0.02,0,0.05,0.00003418,0,0.31405898,0,0.502988784
1, znfatc1 ,962,AD_PGS,,0.01,0.00496574,39136,1.6141128,1.10E-01,0,0.02,0.05,0.00003418,0,0.31746567,0,0.498303231
1, zapbb1ip ,76,AD_PGS,,-0.01,0.00497139,39040,-1.6136117,1.10E-01,-0.02,0,0.05,0.00003418,0,0.31746567,0,0.498303231
1, zanxa11 ,70,AD_PGS,,0.01,0.00499067,39074,1.6129557,1.10E-01,0,0.02,0.05,0.00003418,0,0.31746567,0,0.498303231
1, zhyal1 ,666,AD_PGS,,-0.01,0.00496277,39014,-1.6099454,1.10E-01,-0.02,0,0.05,0.00003418,0,0.31757355,0,0.498155676
1, zfcrl6 ,529,AD_PGS,,-0.01,0.00491866,39136,-1.609829,1.10E-01,-0.02,0,0.05,0.00003418,0,0.31757355,0,0.498155676
1, zgbp4 ,580,AD_PGS,,-0.01,0.00504197,38310,-1.6092681,1.10E-01,-0.02,0,0.05,0.00003418,0,0.31757355,0,0.498155676
1, zpon3 ,1081,AD_PGS,,0.01,0.00481187,39385,1.608585,1.10E-01,0,0.02,0.05,0.00003418,0,0.31757355,0,0.498155676
1, zdpep2 ,439,AD_PGS,,-0.01,0.0049534,39040,-1.6078148,1.10E-01,-0.02,0,0.05,0.00003418,0,0.31757355,0,0.498155676
1, zicam3 ,671,AD_PGS,,-0.01,0.00493249,39702,-1.604514,1.10E-01,-0.02,0,0.05,0.00003418,0,0.3190655,0,0.496120153
1, zsema3f ,1207,AD_PGS,,-0.01,0.00492058,39218,-1.5992506,1.10E-01,-0.02,0,0.05,0.00003418,0,0.32146162,0,0.492870871
1, zcela3a ,273,AD_PGS,,0.01,0.00492985,39635,1.5988413,1.10E-01,0,0.02,0.05,0.00003418,0,0.32146162,0,0.492870871
1, zangptl2 ,63,AD_PGS,,-0.01,0.00495605,39261,-1.5978535,1.10E-01,-0.02,0,0.05,0.00003418,0,0.3214618,0,0.492870628
1, zmmp7 ,918,AD_PGS,,-0.01,0.00493395,38436,-1.5945344,1.10E-01,-0.02,0,0.05,0.00003418,0,0.32254713,0,0.491406818
1, zcalcoco1 ,158,AD_PGS,,0.01,0.00496105,39405,1.5942135,1.10E-01,0,0.02,0.05,0.00003418,0,0.32254713,0,0.491406818
1, zsod1 ,1270,AD_PGS,,0.01,0.00499301,38430,1.588965,1.10E-01,0,0.02,0.05,0.00003418,0,0.32533326,0,0.487671535
1, zipcef1 ,753,AD_PGS,,0.01,0.00499052,38853,1.5871234,1.10E-01,0,0.02,0.05,0.00003418,0,0.32544292,0,0.487525172
1, ztfpi2 ,1337,AD_PGS,,0.01,0.00478558,39221,1.58683,1.10E-01,0,0.02,0.05,0.00003418,0,0.32544292,0,0.487525172
1, zsrpk2 ,1291,AD_PGS,,0.01,0.00497807,39136,1.584054,1.10E-01,0,0.02,0.05,0.00003418,0,0.32661984,0,0.485957438
1, zbsg ,132,AD_PGS,,0.01,0.00488121,39572,1.5767248,1.10E-01,0,0.02,0.05,0.00003418,0,0.33080751,0,0.48042464
1, zfcgr3b ,523,AD_PGS,,-0.01,0.00493113,39265,-1.5755231,1.20E-01,-0.02,0,0.05,0.00003418,0,0.33095361,0,0.480232877
1, zfam3c ,514,AD_PGS,,-0.01,0.0048671,39156,-1.5745046,1.20E-01,-0.02,0,0.05,0.00003418,0,0.33097912,0,0.480199403
1, zvps53 ,1435,AD_PGS,,0.01,0.00498383,39040,1.5726979,1.20E-01,0,0.02,0.05,0.00003418,0,0.33152807,0,0.479479695
1, zbag6 ,112,AD_PGS,,0.01,0.00502028,38485,1.5711958,1.20E-01,0,0.02,0.05,0.00003418,0,0.33187636,0,0.479023682
1, zselplg ,1206,AD_PGS,,-0.01,0.00485274,39136,-1.5633282,1.20E-01,-0.02,0,0.05,0.00003418,0,0.33647148,0,0.473051742
