parmseq,zOutcome,idnum,parm,label,estimate,stderr,dof,t,p,min95,max95,uncp,corp,signif,myqvallargervolumes,selected,mlog10p
1, zfut3_fut5 ,568,AD_PGS,,-0.02,0.0047679,39548,-3.1693423,1.50E-03,-0.02,-0.01,0.05,0.00003418,0,0.01347553,0,1.870454145
1, zccl19 ,179,AD_PGS,,0.02,0.00494106,39548,3.1668894,1.50E-03,0.01,0.03,0.05,0.00003418,0,0.0135083,0,1.869399303
1, zlilrb1 ,838,AD_PGS,,-0.02,0.00484496,39702,-3.1632692,1.60E-03,-0.02,-0.01,0.05,0.00003418,0,0.01359593,0,1.86659108
1, zcolec12 ,335,AD_PGS,,-0.02,0.00478009,39204,-3.1508645,1.60E-03,-0.02,-0.01,0.05,0.00003418,0,0.01410283,0,1.850693729
1, ztlr3 ,1360,AD_PGS,,-0.02,0.00493029,39637,-3.1446346,1.70E-03,-0.03,-0.01,0.05,0.00003418,0,0.01432167,0,1.844006338
1, zigf2r ,684,AD_PGS,,-0.02,0.00496011,39231,-3.1365295,1.70E-03,-0.03,-0.01,0.05,0.00003418,0,0.0146374,0,1.834536059
1, zgzmb ,632,AD_PGS,,-0.02,0.00491171,39136,-3.1280677,1.80E-03,-0.02,-0.01,0.05,0.00003418,0,0.01497777,0,1.824552843
1, zcr2 ,349,AD_PGS,,0.02,0.00494989,39384,3.1083919,1.90E-03,0.01,0.03,0.05,0.00003418,0,0.015919,0,1.798084217
1, zerbb3 ,493,AD_PGS,,-0.01,0.00463578,39083,-3.1066031,1.90E-03,-0.02,-0.01,0.05,0.00003418,0,0.01592365,0,1.797957377
1, zgzma ,631,AD_PGS,,-0.02,0.0049022,39637,-3.098642,1.90E-03,-0.02,-0.01,0.05,0.00003418,0,0.01621948,0,1.789963073
1, zclec10a ,299,AD_PGS,,0.02,0.00499437,38914,3.0977698,2.00E-03,0.01,0.03,0.05,0.00003418,0,0.01621948,0,1.789963073
1, zcd274 ,216,AD_PGS,,-0.02,0.00490827,38914,-3.0718769,2.10E-03,-0.02,-0.01,0.05,0.00003418,0,0.0175265,0,1.756304803
1, zsord ,1273,AD_PGS,,-0.02,0.00492695,39363,-3.0713463,2.10E-03,-0.02,-0.01,0.05,0.00003418,0,0.0175265,0,1.756304803
1, zsetmar ,1222,AD_PGS,,-0.02,0.00496154,38790,-3.0574358,2.20E-03,-0.02,-0.01,0.05,0.00003418,0,0.01825819,0,1.738542278
1, zhs3st3b1 ,657,AD_PGS,,-0.02,0.0049857,39040,-3.04401,2.30E-03,-0.02,-0.01,0.05,0.00003418,0,0.01898671,0,1.721550283
1, zsiglec7 ,1239,AD_PGS,,-0.01,0.00494518,39218,-3.0137314,2.60E-03,-0.02,-0.01,0.05,0.00003418,0,0.02087167,0,1.6804428
1, zflt3 ,551,AD_PGS,,0.02,0.00501182,38298,3.0087312,2.60E-03,0.01,0.02,0.05,0.00003418,0,0.02110189,0,1.675678645
1, zaldh1a1 ,49,AD_PGS,,-0.01,0.00487671,39231,-3.0041236,2.70E-03,-0.02,-0.01,0.05,0.00003418,0,0.02130665,0,1.671484828
1, ztnfsf12 ,1386,AD_PGS,,0.01,0.00489036,39637,2.9927146,2.80E-03,0.01,0.02,0.05,0.00003418,0,0.02199895,0,1.657598047
1, zadgrg2 ,29,AD_PGS,,0.01,0.00449529,39218,2.978225,2.90E-03,0,0.02,0.05,0.00003418,0,0.02288146,0,1.640516268
1, zitgb2 ,768,AD_PGS,,-0.01,0.00480849,39007,-2.977376,2.90E-03,-0.02,0,0.05,0.00003418,0,0.02288146,0,1.640516268
1, zsez6l2 ,1224,AD_PGS,,0.01,0.00461649,39040,2.9734591,2.90E-03,0,0.02,0.05,0.00003418,0,0.02305152,0,1.637300432
1, zlrp1 ,846,AD_PGS,,0.01,0.00487221,39040,2.9683162,3.00E-03,0,0.02,0.05,0.00003418,0,0.023316,0,1.632345953
1, zefna1 ,462,AD_PGS,,-0.01,0.0048977,39164,-2.950772,3.20E-03,-0.02,0,0.05,0.00003418,0,0.02455119,0,1.609927453
1, zserpina9 ,1214,AD_PGS,,-0.01,0.00495135,38851,-2.9434728,3.20E-03,-0.02,0,0.05,0.00003418,0,0.02500531,0,1.601967757
1, zccl2 ,180,AD_PGS,,-0.01,0.00496208,38853,-2.9275278,3.40E-03,-0.02,0,0.05,0.00003418,0,0.02618591,0,1.581932329
1, zcdh2 ,255,AD_PGS,,-0.01,0.0047897,39218,-2.9215242,3.50E-03,-0.02,0,0.05,0.00003418,0,0.02655664,0,1.575826874
1, zhspg2 ,664,AD_PGS,,-0.01,0.00489441,38938,-2.9108243,3.60E-03,-0.02,0,0.05,0.00003418,0,0.02734074,0,1.563189735
1, zhavcr2 ,638,AD_PGS,,-0.01,0.00488149,39231,-2.891139,3.80E-03,-0.02,0,0.05,0.00003418,0,0.02896279,0,1.538159605
1, zhexim1 ,644,AD_PGS,,0.01,0.00497304,39136,2.8888961,3.90E-03,0,0.02,0.05,0.00003418,0,0.02902058,0,1.537293912
1, zgrpel1 ,623,AD_PGS,,-0.01,0.00498465,39040,-2.8868491,3.90E-03,-0.02,0,0.05,0.00003418,0,0.02906102,0,1.536689147
1, zchrdl1 ,293,AD_PGS,,-0.01,0.00462897,39322,-2.8740937,4.10E-03,-0.02,0,0.05,0.00003418,0,0.03010705,0,1.521331796
1, zghrl ,599,AD_PGS,,0.01,0.00471898,39218,2.8710814,4.10E-03,0,0.02,0.05,0.00003418,0,0.03024192,0,1.51939064
1, zkdr ,780,AD_PGS,,0.01,0.0049573,39336,2.8691936,4.10E-03,0,0.02,0.05,0.00003418,0,0.03027006,0,1.518986718
1, zthy1 ,1350,AD_PGS,,-0.01,0.0048626,39548,-2.8670451,4.10E-03,-0.02,0,0.05,0.00003418,0,0.0303238,0,1.518216376
1, zvcan ,1427,AD_PGS,,0.01,0.00488306,39548,2.8638921,4.20E-03,0,0.02,0.05,0.00003418,0,0.03047485,0,1.516058423
1, zstc1 ,1299,AD_PGS,,-0.01,0.00484443,39548,-2.8542633,4.30E-03,-0.02,0,0.05,0.00003418,0,0.03125836,0,1.505033811
1, zcst3 ,369,AD_PGS,,-0.01,0.0047758,39320,-2.8520506,4.30E-03,-0.02,0,0.05,0.00003418,0,0.03127566,0,1.504793517
1, zclmp ,312,AD_PGS,,-0.01,0.00465269,39534,-2.8509556,4.40E-03,-0.02,0,0.05,0.00003418,0,0.03127566,0,1.504793517
1, zklk1 ,789,AD_PGS,,0.01,0.0049921,38826,2.8484944,4.40E-03,0,0.02,0.05,0.00003418,0,0.03136509,0,1.503553462
1, zfas ,516,AD_PGS,,-0.01,0.00483031,39584,-2.846768,4.40E-03,-0.02,0,0.05,0.00003418,0,0.03138223,0,1.503316199
1, zqpct ,1138,AD_PGS,,-0.01,0.00487784,39280,-2.8444997,4.50E-03,-0.02,0,0.05,0.00003418,0,0.03145394,0,1.502324946
1, zfcar ,519,AD_PGS,,-0.01,0.00496442,39136,-2.8376805,4.50E-03,-0.02,0,0.05,0.00003418,0,0.03197922,0,1.495132133
1, ztxndc15 ,1411,AD_PGS,,-0.01,0.00494853,39336,-2.8352387,4.60E-03,-0.02,0,0.05,0.00003418,0,0.03207036,0,1.493896165
1, zthbs4 ,1347,AD_PGS,,-0.01,0.0049372,39247,-2.8332321,4.60E-03,-0.02,0,0.05,0.00003418,0,0.0321187,0,1.493242041
1, zclstn2 ,317,AD_PGS,,-0.01,0.00494184,39637,-2.830069,4.70E-03,-0.02,0,0.05,0.00003418,0,0.03228402,0,1.491012392
1, zgal ,573,AD_PGS,,0.01,0.00478791,39385,2.8259842,4.70E-03,0,0.02,0.05,0.00003418,0,0.0324944,0,1.488191478
1, zcant1 ,160,AD_PGS,,-0.01,0.00495379,39089,-2.8245846,4.70E-03,-0.02,0,0.05,0.00003418,0,0.0324944,0,1.488191478
1, zpilra ,1053,AD_PGS,,0.01,0.00489567,39231,2.8234679,4.80E-03,0,0.02,0.05,0.00003418,0,0.0324944,0,1.488191478
1, zppp1r9b ,1088,AD_PGS,,0.01,0.00494545,39637,2.8171922,4.80E-03,0,0.02,0.05,0.00003418,0,0.03298179,0,1.481725778
1, zacan ,5,AD_PGS,,0.01,0.00492399,38823,2.8151173,4.90E-03,0,0.02,0.05,0.00003418,0,0.03304211,0,1.480932227
1, zarhgap1 ,85,AD_PGS,,0.01,0.00503094,38298,2.8115473,4.90E-03,0,0.02,0.05,0.00003418,0,0.03325722,0,1.478114057
1, zefna4 ,463,AD_PGS,,-0.01,0.00491197,38853,-2.8034626,5.10E-03,-0.02,0,0.05,0.00003418,0,0.03385105,0,1.470427856
1, zlrrc25 ,849,AD_PGS,,-0.01,0.0049029,39040,-2.8028865,5.10E-03,-0.02,0,0.05,0.00003418,0,0.03385105,0,1.470427856
1, zrarres1 ,1146,AD_PGS,,0.01,0.00502033,38298,2.8002094,5.10E-03,0,0.02,0.05,0.00003418,0,0.0339782,0,1.468799632
1, zvnn2 ,1433,AD_PGS,,-0.01,0.0049544,39040,-2.7949605,5.20E-03,-0.02,0,0.05,0.00003418,0,0.03429359,0,1.464787049
1, zpdgfra ,1037,AD_PGS,,-0.01,0.00494844,39218,-2.7942957,5.20E-03,-0.02,0,0.05,0.00003418,0,0.03429359,0,1.464787049
1, zigfbpl1 ,691,AD_PGS,,-0.01,0.00484446,39218,-2.7924152,5.20E-03,-0.02,0,0.05,0.00003418,0,0.03433884,0,1.46421438
1, zbaiap2 ,113,AD_PGS,,-0.01,0.00499204,38298,-2.785722,5.30E-03,-0.02,0,0.05,0.00003418,0,0.03489967,0,1.45717868
1, ztnf ,1365,AD_PGS,,-0.01,0.00499522,38431,-2.7763697,5.50E-03,-0.02,0,0.05,0.00003418,0,0.0357598,0,1.446604919
1, zca5a ,152,AD_PGS,,-0.01,0.00490199,38485,-2.7706464,5.60E-03,-0.02,0,0.05,0.00003418,0,0.03623318,0,1.440893548
1, zclta ,318,AD_PGS,,0.01,0.0050312,38485,2.7655013,5.70E-03,0,0.02,0.05,0.00003418,0,0.03659697,0,1.43655487
1, ztnfrsf1a ,1377,AD_PGS,,-0.01,0.00482869,39231,-2.7645142,5.70E-03,-0.02,0,0.05,0.00003418,0,0.03659697,0,1.43655487
1, zc1qtnf1 ,140,AD_PGS,,-0.01,0.00496232,39384,-2.7524514,5.90E-03,-0.02,0,0.05,0.00003418,0,0.03780672,0,1.422430999
1, zccl13 ,173,AD_PGS,,-0.01,0.00494694,39576,-2.7491346,6.00E-03,-0.02,0,0.05,0.00003418,0,0.03802524,0,1.419928036
1, zccn4 ,198,AD_PGS,,-0.01,0.0049181,39534,-2.7392688,6.20E-03,-0.02,0,0.05,0.00003418,0,0.03901562,0,1.408761487
1, zmasp1 ,880,AD_PGS,,-0.01,0.00500833,38855,-2.7357654,6.20E-03,-0.02,0,0.05,0.00003418,0,0.03926366,0,1.40600922
1, zacvrl1 ,12,AD_PGS,,-0.01,0.0048612,38853,-2.7327413,6.30E-03,-0.02,0,0.05,0.00003418,0,0.03945581,0,1.403889036
1, zil34 ,736,AD_PGS,,-0.01,0.00505413,38244,-2.7281926,6.40E-03,-0.02,0,0.05,0.00003418,0,0.03983329,0,1.399753822
1, ztgfbi ,1341,AD_PGS,,-0.01,0.00493952,39002,-2.7103378,6.70E-03,-0.02,0,0.05,0.00003418,0,0.04186303,0,1.378169341
1, ztnfrsf10b ,1368,AD_PGS,,-0.01,0.00486412,38914,-2.7026825,6.90E-03,-0.02,0,0.05,0.00003418,0,0.04248855,0,1.37172809
1, zgfod2 ,588,AD_PGS,,-0.01,0.00504569,38298,-2.7026005,6.90E-03,-0.02,0,0.05,0.00003418,0,0.04248855,0,1.37172809
1, zgdf15 ,583,AD_PGS,,-0.01,0.00454708,39702,-2.6968058,7.00E-03,-0.02,0,0.05,0.00003418,0,0.04288692,0,1.367675142
1, zeps8l2 ,491,AD_PGS,,-0.01,0.00493555,39466,-2.6966938,7.00E-03,-0.02,0,0.05,0.00003418,0,0.04288692,0,1.367675142
1, zcxcl8 ,400,AD_PGS,,-0.01,0.00498192,38911,-2.6919975,7.10E-03,-0.02,0,0.05,0.00003418,0,0.04331446,0,1.363367096
1, zgas6 ,578,AD_PGS,,-0.01,0.00486789,39465,-2.6882005,7.20E-03,-0.02,0,0.05,0.00003418,0,0.04362799,0,1.360234795
1, zgys1 ,630,AD_PGS,,0.01,0.00502614,38485,2.6732922,7.50E-03,0,0.02,0.05,0.00003418,0,0.04542705,0,1.342685465
1, zhs6st1 ,658,AD_PGS,,-0.01,0.00488406,39534,-2.6644228,7.70E-03,-0.02,0,0.05,0.00003418,0,0.04628934,0,1.334519011
1, zpcolce ,1028,AD_PGS,,0.02,0.00791346,14651,2.6644375,7.70E-03,0.01,0.04,0.05,0.00003418,0,0.04628934,0,1.334519011
1, zgolm2 ,609,AD_PGS,,-0.01,0.00492998,39548,-2.6597556,7.80E-03,-0.02,0,0.05,0.00003418,0,0.04671383,0,1.330554524
1, zdctn1 ,410,AD_PGS,,0.01,0.0049569,39534,2.6410137,8.30E-03,0,0.02,0.05,0.00003418,0,0.04917754,0,1.3082332
1, zmsr1 ,930,AD_PGS,,-0.01,0.00484276,39548,-2.6393679,8.30E-03,-0.02,0,0.05,0.00003418,0,0.04921684,0,1.307886274
1, zigfbp1 ,685,AD_PGS,,0.01,0.00483536,39644,2.6324514,8.50E-03,0,0.02,0.05,0.00003418,0,0.05002752,0,1.300791026
1, zenpp2 ,477,AD_PGS,,-0.01,0.00400301,39702,-2.6179308,8.80E-03,-0.02,0,0.05,0.00003418,0,0.0519972,0,1.284020042
1, zil10rb ,698,AD_PGS,,-0.01,0.00487095,39385,-2.6056193,9.20E-03,-0.02,0,0.05,0.00003418,0,0.0536879,0,1.270123583
1, zgp1ba ,611,AD_PGS,,0.01,0.00498844,39056,2.5800699,9.90E-03,0,0.02,0.05,0.00003418,0,0.05759702,0,1.239599986
1, zangptl7 ,66,AD_PGS,,-0.01,0.00490335,39534,-2.5699685,1.00E-02,-0.02,0,0.05,0.00003418,0,0.05906808,0,1.228647146
1, zptx3 ,1133,AD_PGS,,0.01,0.00496613,39136,2.5673927,1.00E-02,0,0.02,0.05,0.00003418,0,0.05927364,0,1.227138402
1, zcrim1 ,357,AD_PGS,,-0.01,0.0048715,39385,-2.5653036,1.00E-02,-0.02,0,0.05,0.00003418,0,0.05939679,0,1.226237025
1, zomg ,1008,AD_PGS,,-0.01,0.00495285,39040,-2.5565915,1.10E-02,-0.02,0,0.05,0.00003418,0,0.06066617,0,1.217053422
1, zfst ,563,AD_PGS,,-0.01,0.00490437,39322,-2.5545661,1.10E-02,-0.02,0,0.05,0.00003418,0,0.06078169,0,1.216227229
1, zserpina11 ,1212,AD_PGS,,-0.01,0.00450859,39702,-2.5508116,1.10E-02,-0.02,0,0.05,0.00003418,0,0.06120099,0,1.213241553
1, zesm1 ,499,AD_PGS,,0.01,0.0049188,39204,2.5206819,1.20E-02,0,0.02,0.05,0.00003418,0,0.06644006,0,1.177569984
1, zada2 ,15,AD_PGS,,-0.01,0.00491161,38997,-2.5177964,1.20E-02,-0.02,0,0.05,0.00003418,0,0.06672822,0,1.17569046
1, zgfra1 ,589,AD_PGS,,-0.01,0.00481904,39474,-2.513014,1.20E-02,-0.02,0,0.05,0.00003418,0,0.06737908,0,1.171474923
1, zccl16 ,176,AD_PGS,,-0.01,0.0048239,39702,-2.5073893,1.20E-02,-0.02,0,0.05,0.00003418,0,0.06815011,0,1.166533439
1, znt5e ,990,AD_PGS,,-0.01,0.00490447,39336,-2.5062887,1.20E-02,-0.02,0,0.05,0.00003418,0,0.06815011,0,1.166533439
1, zgalnt2 ,575,AD_PGS,,-0.01,0.0048743,39534,-2.503815,1.20E-02,-0.02,0,0.05,0.00003418,0,0.06836729,0,1.165151635
1, zcdhr5 ,261,AD_PGS,,-0.01,0.00497585,39218,-2.4960526,1.30E-02,-0.02,0,0.05,0.00003418,0,0.06961703,0,1.157284509
1, zmaea ,870,AD_PGS,,0.01,0.00504206,38298,2.4933188,1.30E-02,0,0.02,0.05,0.00003418,0,0.06989112,0,1.155578
1, zslamf7 ,1250,AD_PGS,,-0.01,0.00492562,39136,-2.4729724,1.30E-02,-0.02,0,0.05,0.00003418,0,0.07372016,0,1.132413731
1, ztnfsf11 ,1385,AD_PGS,,-0.01,0.00494815,39136,-2.4612444,1.40E-02,-0.02,0,0.05,0.00003418,0,0.07548923,0,1.122115004
1, zsftpa1 ,1227,AD_PGS,,-0.01,0.00502917,38298,-2.460086,1.40E-02,-0.02,0,0.05,0.00003418,0,0.07548923,0,1.122115004
1, zitgb1bp1 ,766,AD_PGS,,0.01,0.00504468,38298,2.4591677,1.40E-02,0,0.02,0.05,0.00003418,0,0.07548923,0,1.122115004
1, zcdh15 ,253,AD_PGS,,-0.01,0.00443116,39489,-2.4591291,1.40E-02,-0.02,0,0.05,0.00003418,0,0.07548923,0,1.122115004
1, zcdhr1 ,259,AD_PGS,,-0.01,0.00504591,38310,-2.456743,1.40E-02,-0.02,0,0.05,0.00003418,0,0.07571266,0,1.120831496
1, zrbks ,1150,AD_PGS,,-0.01,0.00496342,38303,-2.4534748,1.40E-02,-0.02,0,0.05,0.00003418,0,0.07612316,0,1.118483192
1, zscarb2 ,1191,AD_PGS,,-0.01,0.00487141,38161,-2.4465533,1.40E-02,-0.02,0,0.05,0.00003418,0,0.07731622,0,1.111729387
1, zbst1 ,133,AD_PGS,,-0.01,0.00494324,39548,-2.4335941,1.50E-02,-0.02,0,0.05,0.00003418,0,0.07984641,0,1.097744606
1, zcd200 ,209,AD_PGS,,0.01,0.00487154,39136,2.4312238,1.50E-02,0,0.02,0.05,0.00003418,0,0.08007863,0,1.096483365
1, zcrnn ,362,AD_PGS,,0.01,0.004775,38094,2.4292403,1.50E-02,0,0.02,0.05,0.00003418,0,0.08022696,0,1.095679664
1, zgcnt1 ,582,AD_PGS,,-0.01,0.00489558,39040,-2.42157,1.50E-02,-0.02,0,0.05,0.00003418,0,0.0816436,0,1.088077854
1, zfuca1 ,565,AD_PGS,,-0.01,0.00491623,39454,-2.4181175,1.60E-02,-0.02,0,0.05,0.00003418,0,0.08187534,0,1.086846884
1, zcd302 ,224,AD_PGS,,-0.01,0.00484103,39040,-2.4179223,1.60E-02,-0.02,0,0.05,0.00003418,0,0.08187534,0,1.086846884
1, zlag3 ,808,AD_PGS,,-0.01,0.00489442,39040,-2.4155332,1.60E-02,-0.02,0,0.05,0.00003418,0,0.08212003,0,1.085550901
1, zc4bpb ,143,AD_PGS,,0.01,0.00480625,39336,2.4110903,1.60E-02,0,0.02,0.05,0.00003418,0,0.08283111,0,1.081806519
1, zwif1 ,1453,AD_PGS,,0.01,0.00483757,39534,2.4040281,1.60E-02,0,0.02,0.05,0.00003418,0,0.08414894,0,1.07495135
1, zeda2r ,458,AD_PGS,,-0.01,0.0043808,39534,-2.4018642,1.60E-02,-0.02,0,0.05,0.00003418,0,0.08434917,0,1.073919187
1, zplxnb2 ,1071,AD_PGS,,-0.01,0.00491258,39510,-2.3935372,1.70E-02,-0.02,0,0.05,0.00003418,0,0.08598435,0,1.065580587
1, zcd22 ,213,AD_PGS,,0.01,0.004794,39637,2.3901457,1.70E-02,0,0.02,0.05,0.00003418,0,0.08603694,0,1.065315044
1, zpigr ,1050,AD_PGS,,-0.01,0.00497979,38726,-2.3899889,1.70E-02,-0.02,0,0.05,0.00003418,0,0.08603694,0,1.065315044
1, zptprf ,1128,AD_PGS,,-0.01,0.00485748,39702,-2.3892891,1.70E-02,-0.02,0,0.05,0.00003418,0,0.08603694,0,1.065315044
1, zpspn ,1119,AD_PGS,,-0.01,0.0035248,39136,-2.3864427,1.70E-02,-0.02,0,0.05,0.00003418,0,0.08603694,0,1.065315044
1, zcol6a3 ,333,AD_PGS,,-0.01,0.00483235,39702,-2.3862323,1.70E-02,-0.02,0,0.05,0.00003418,0,0.08603694,0,1.065315044
1, zslc39a14 ,1254,AD_PGS,,0.01,0.00500494,38310,2.3856351,1.70E-02,0,0.02,0.05,0.00003418,0,0.08603694,0,1.065315044
1, zifng ,678,AD_PGS,,-0.01,0.005006,38489,-2.3840791,1.70E-02,-0.02,0,0.05,0.00003418,0,0.08610454,0,1.064973949
1, zcndp1 ,320,AD_PGS,,-0.01,0.00493417,39384,-2.3718255,1.80E-02,-0.02,0,0.05,0.00003418,0,0.0885163,0,1.052976748
1, zsmad1 ,1259,AD_PGS,,0.01,0.00502185,38298,2.3709982,1.80E-02,0,0.02,0.05,0.00003418,0,0.0885163,0,1.052976748
1, zctsb ,377,AD_PGS,,-0.01,0.004919,39266,-2.3697315,1.80E-02,-0.02,0,0.05,0.00003418,0,0.0885163,0,1.052976748
1, zhsp90b1 ,660,AD_PGS,,-0.01,0.00506289,38119,-2.3688495,1.80E-02,-0.02,0,0.05,0.00003418,0,0.0885163,0,1.052976748
1, zcd8a ,245,AD_PGS,,-0.01,0.00494847,39548,-2.3613856,1.80E-02,-0.02,0,0.05,0.00003418,0,0.0900121,0,1.045699106
1, zpgf ,1046,AD_PGS,,-0.01,0.00449807,39637,-2.3574363,1.80E-02,-0.02,0,0.05,0.00003418,0,0.09066878,0,1.042542228
1, zacp5 ,8,AD_PGS,,-0.01,0.00491067,39401,-2.3559117,1.80E-02,-0.02,0,0.05,0.00003418,0,0.09073633,0,1.042218791
1, zil5ra ,741,AD_PGS,,-0.01,0.00486425,39136,-2.3494893,1.90E-02,-0.02,0,0.05,0.00003418,0,0.09200814,0,1.036173749
1, zcd28 ,218,AD_PGS,,-0.01,0.00498559,38298,-2.3467152,1.90E-02,-0.02,0,0.05,0.00003418,0,0.09238744,0,1.034387067
1, zst6gal1 ,1296,AD_PGS,,-0.01,0.00490746,39702,-2.345257,1.90E-02,-0.02,0,0.05,0.00003418,0,0.09244052,0,1.03413762
1, zkir2dl3 ,783,AD_PGS,,0.01,0.00498338,38298,2.3424691,1.90E-02,0,0.02,0.05,0.00003418,0,0.09282643,0,1.032328352
1, zepha2 ,486,AD_PGS,,-0.01,0.00492486,37815,-2.3345521,2.00E-02,-0.02,0,0.05,0.00003418,0,0.09438864,0,1.025080271
1, zcd48 ,232,AD_PGS,,-0.01,0.00493675,39322,-2.3330189,2.00E-02,-0.02,0,0.05,0.00003418,0,0.09438864,0,1.025080271
1, zmep1b ,893,AD_PGS,,-0.01,0.00497383,39218,-2.331878,2.00E-02,-0.02,0,0.05,0.00003418,0,0.09438864,0,1.025080271
1, zil17rb ,713,AD_PGS,,0.01,0.00492313,38657,2.3313076,2.00E-02,0,0.02,0.05,0.00003418,0,0.09438864,0,1.025080271
1, zlamp2 ,812,AD_PGS,,-0.01,0.00486524,37969,-2.3300698,2.00E-02,-0.02,0,0.05,0.00003418,0,0.09439292,0,1.025060579
1, zlgals7_lgals7b ,828,AD_PGS,,0.01,0.00475523,39092,2.3282124,2.00E-02,0,0.02,0.05,0.00003418,0,0.09455304,0,1.024324503
1, zcd38 ,227,AD_PGS,,-0.01,0.00423548,39040,-2.324865,2.00E-02,-0.02,0,0.05,0.00003418,0,0.09494604,0,1.022523144
1, zdcn ,409,AD_PGS,,0.01,0.00483063,38485,2.3242284,2.00E-02,0,0.02,0.05,0.00003418,0,0.09494604,0,1.022523144
1, ztnfrsf6b ,1381,AD_PGS,,-0.01,0.00493999,38914,-2.3215983,2.00E-02,-0.02,0,0.05,0.00003418,0,0.09530533,0,1.020882811
1, zsema7a ,1210,AD_PGS,,-0.01,0.00492688,39584,-2.3195737,2.00E-02,-0.02,0,0.05,0.00003418,0,0.09551238,0,1.019940333
1, zctsh ,381,AD_PGS,,-0.01,0.00492258,38356,-2.3175363,2.00E-02,-0.02,0,0.05,0.00003418,0,0.09572494,0,1.018974897
1, zpcsk9 ,1029,AD_PGS,,0.01,0.00486388,39702,2.3060316,2.10E-02,0,0.02,0.05,0.00003418,0,0.09822692,0,1.007769473
1, zceacam1 ,267,AD_PGS,,-0.01,0.00466395,39272,-2.3054005,2.10E-02,-0.02,0,0.05,0.00003418,0,0.09822692,0,1.007769473
1, zcd83 ,243,AD_PGS,,-0.01,0.00488883,39136,-2.2921051,2.20E-02,-0.02,0,0.05,0.00003418,0,0.10140408,0,0.993944571
1, zcsf2ra ,367,AD_PGS,,-0.01,0.00498775,38914,-2.2909428,2.20E-02,-0.02,0,0.05,0.00003418,0,0.10140408,0,0.993944571
1, zlilrb2 ,839,AD_PGS,,-0.01,0.00490735,39528,-2.2848007,2.20E-02,-0.02,0,0.05,0.00003418,0,0.10273108,0,0.988298146
1, ztrim21 ,1404,AD_PGS,,0.01,0.00496066,39136,2.2828947,2.20E-02,0,0.02,0.05,0.00003418,0,0.10292324,0,0.987486551
1, ztmprss15 ,1361,AD_PGS,,0.01,0.00495934,39040,2.2785062,2.30E-02,0,0.02,0.05,0.00003418,0,0.10378984,0,0.983845158
1, zmtpn ,933,AD_PGS,,0.01,0.00503607,38485,2.2737507,2.30E-02,0,0.02,0.05,0.00003418,0,0.10476385,0,0.97978855
1, zlair1 ,809,AD_PGS,,-0.01,0.0048675,39204,-2.2717459,2.30E-02,-0.02,0,0.05,0.00003418,0,0.1049873,0,0.978863233
1, zbambi ,114,AD_PGS,,-0.01,0.00498307,38298,-2.2700612,2.30E-02,-0.02,0,0.05,0.00003418,0,0.10512494,0,0.978294239
1, zrarres2 ,1147,AD_PGS,,-0.01,0.00490805,39440,-2.2651229,2.40E-02,-0.02,0,0.05,0.00003418,0,0.10616025,0,0.974038067
1, zicam1 ,669,AD_PGS,,-0.01,0.00494756,39062,-2.2596321,2.40E-02,-0.02,0,0.05,0.00003418,0,0.1073598,0,0.969158306
1, ztnfsf14 ,1389,AD_PGS,,-0.01,0.00499655,38914,-2.2550057,2.40E-02,-0.02,0,0.05,0.00003418,0,0.1083271,0,0.965262883
1, zdnajb8 ,433,AD_PGS,,0.01,0.00503114,38485,2.2451884,2.50E-02,0,0.02,0.05,0.00003418,0,0.11078398,0,0.955523037
1, zslamf1 ,1248,AD_PGS,,-0.01,0.00499494,38489,-2.2388822,2.50E-02,-0.02,0,0.05,0.00003418,0,0.11226416,0,0.949758869
1, zepha1 ,484,AD_PGS,,-0.01,0.00463755,39325,-2.2374361,2.50E-02,-0.02,0,0.05,0.00003418,0,0.11234164,0,0.94945924
1, zptprn2 ,1130,AD_PGS,,-0.01,0.00497025,38798,-2.2348757,2.50E-02,-0.02,0,0.05,0.00003418,0,0.11247613,0,0.948939635
1, zigfbp4 ,688,AD_PGS,,-0.01,0.00478731,38748,-2.2346284,2.50E-02,-0.02,0,0.05,0.00003418,0,0.11247613,0,0.948939635
1, zca3 ,150,AD_PGS,,0.01,0.00485864,39644,2.2323903,2.60E-02,0,0.02,0.05,0.00003418,0,0.11278645,0,0.947743073
1, zcxadr ,388,AD_PGS,,-0.01,0.00498149,39136,-2.2279563,2.60E-02,-0.02,0,0.05,0.00003418,0,0.11374096,0,0.944083111
1, zil18bp ,715,AD_PGS,,-0.01,0.00484217,39384,-2.2257857,2.60E-02,-0.02,0,0.05,0.00003418,0,0.11403593,0,0.942958291
1, zckmt1a_ckmt1b ,297,AD_PGS,,0.01,0.00499017,39091,2.2192979,2.60E-02,0,0.02,0.05,0.00003418,0,0.11560835,0,0.937010797
1, zlbp ,818,AD_PGS,,-0.01,0.00495191,39384,-2.2043671,2.80E-02,-0.02,0,0.05,0.00003418,0,0.11975831,0,0.921694341
1, zacaa1 ,4,AD_PGS,,-0.01,0.00503124,38298,-2.1991171,2.80E-02,-0.02,0,0.05,0.00003418,0,0.12101464,0,0.917162087
1, zcsf1 ,366,AD_PGS,,-0.01,0.00491959,39385,-2.1871849,2.90E-02,-0.02,0,0.05,0.00003418,0,0.12437616,0,0.905262856
